resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section,rec_rev
213,Ζελατοδυναμίτιδα 30%,Material,General,kg,2.88,1.87,4.55,1.87,2,EUR,12.71,2.9575,53,47,Road works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Road works,Road works - chapter 11,c2695dcfd139
1407,ΟΙΚ 1407,Abstract Material,General,,37.6,37.6,37.6,37.6,1,EUR,7.26,0.1931,49,49,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 14,d35f4d436e8b
1417,ΟΙΚ 1417,Abstract Material,General,,37.68,37.68,37.68,37.68,1,EUR,4.19,0.1112,41,41,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 42,f42ed9fbdc88
1447,ΟΙΚ 1447,Abstract Material,General,,56.15,56.15,56.15,56.15,1,EUR,6.46,0.1151,39,39,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 42,b676e222bf37
252,Ήλοι σίδηροί κοχλιοφόροι (μπουλόνια) με ροδέλα,Material,General,kg,90.13,2.18,290.0,2.18,2,EUR,18.79,1.1392,36,36,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 52,db841bbefb0f
052,Άμμος κονιοδεμάτων,Material,General,,12.51,12.51,12.51,12.51,1,EUR,5.36,0.4281,31,31,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 31,6ec37a75ef9d
6501,Συστήματα συνεχούς υαλοπετάσματος όψεων κτιρίου από αλουμίνιο,Abstract Material,General,,233.66,233.66,233.66,233.66,1,EUR,223.69,0.9573,30,30,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 65,88bc12b791a4
265,Σίδηρος σε λάμες και τετράγωνα,Material,General,kg,4.68,0.87,115.1,0.87,2,EUR,4.95,1.308,30,29,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 48,076014c4313d
222,Τσιμέντο καθαρό (χωρίς θηραϊκή γη) με την αξία των χάρτινων σάκων Kg,Material,General,,0.11,0.07,0.12,0.12,2,EUR,35.8,308.6207,29,26,Road works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Road works,Road works - chapter 25,065eb568ce5d
6303,Πνευματικοί τύποι (φουσκωτά καλούπια),Abstract Material,General,,19.84,19.84,19.84,19.84,1,EUR,101.95,5.1393,29,29,Hydraulic works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Hydraulic works,Hydraulic works - chapter 67,b51cd1db9331
051,Άμμος κονιαμάτων,Material,General,m3,12.51,12.51,12.51,12.51,1,EUR,7.63,0.61,29,29,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 14,c724dae034ff
6328,ΥΔΡ 6328,Abstract Material,General,,158.2,158.2,158.2,158.2,1,EUR,204.47,1.2925,28,28,Hydraulic works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Hydraulic works,Hydraulic works - chapter 67,2e522f6d99d2
319,"από 10 51 Γεωτρύπανο περιστροφικό με ικανότητα διατρήσεως βραχώδη εδάφη οπής διαμέτρου 146 mm σε βάθος 100 m, που περιλα",Equipment,General,ΗΜ,22.07,22.07,22.07,22.07,1,EUR,0.54,0.0243,28,4,Marine / port works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Marine / port works,Marine / port works - chapter 42,99438c631290
6304,Πρόσθετη τιμή για την διαμόρφωση επιμελημένων τελειωμάτων επιφανειών σκυροδέματος,Abstract Material,General,,5.49,5.49,5.49,5.49,1,EUR,29.56,5.3804,26,8,Hydraulic works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Hydraulic works,Hydraulic works - chapter 63,d997397787cb
1476,ΟΙΚ 1476,Abstract Material,General,,3.09,3.09,3.09,3.09,1,EUR,3.15,1.02,25,25,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 54,4aafc525cacd
6325,"Παραγωγή, μεταφορά, διάστρωση, συμπύκνωση και συντήρηση σκυροδέματος Παραγωγή ή προμήθεια και μεταφορά επί τόπου του έργου σκυροδέματος οποιασδήποτε κατηγορίας ή ποιότητος, σύμφωνα με τις διατάξεις του Κανονισμού Τεχνολογίας Σκυροδέματος (ΚΤΣ), του Ε.Κ.Ω.Σ. και τις - Για κατασκευές από σκυρόδεμα κατηγορίας C10/12",Abstract Material,General,,114.91,114.91,114.91,114.91,1,EUR,22.94,0.1997,24,24,Hydraulic works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Hydraulic works,Hydraulic works - chapter 67,ba25a885b1eb
6323,"Παραγωγή, μεταφορά, διάστρωση, συμπύκνωση και συντήρηση σκυροδέματος Παραγωγή ή προμήθεια και μεταφορά επί τόπου του έργου σκυροδέματος οποιασδήποτε κατηγορίας ή ποιότητος, σύμφωνα με τις διατάξεις του Κανονισμού Τεχνολογίας Σκυροδέματος (ΚΤΣ), του Ε.Κ.Ω.Σ. και τις - Για κατασκευές από σκυρόδεμα κατηγορίας C8/10",Abstract Material,General,,104.92,104.92,104.92,104.92,1,EUR,14.58,0.139,24,24,Hydraulic works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Hydraulic works,Hydraulic works - chapter 67,5a1441bff11b
029,Τσιμέντο λευκό εγχώριο με την αξία χαρτοσάκων Kg,Material,General,,0.15,0.15,0.15,0.15,1,EUR,15.34,101.2864,22,22,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 14,1c5d6b6ab9a2
1502,ΟΙΚ 1502,Abstract Material,General,,525.78,525.78,525.78,525.78,1,EUR,26.29,0.05,21,8,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 31,32f2fd2504ae
331,"Μάρμαρο σχιστό πάχους 2 cm ορθογωνισμένο, μήκους έως 1,50 m και προελεύσεως Πεντέλης (λευκό)",Material,General,m2,76.85,76.85,76.85,76.85,1,EUR,58.25,0.758,20,20,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 74,ef93df265f4a
441,Γυαλόχαρτο,Material,General,τεμ,0.08,0.08,0.08,0.08,1,EUR,0.04,0.5575,20,20,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 77,625b39ccb5b9
1449,ΟΙΚ 1449,Abstract Material,General,,50.4,50.4,50.4,50.4,1,EUR,1.02,0.0203,18,18,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 73,ea2aa9ffe8b6
6330,ΥΔΡ 6330,Abstract Material,General,,179.39,179.39,179.39,179.39,1,EUR,27.27,0.152,18,6,Hydraulic works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Hydraulic works,Hydraulic works - chapter 63,3faa6f06e919
032,Θηραϊκή γη,Material,General,,36.0,36.0,36.0,36.0,1,EUR,11.14,0.3093,15,15,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 14,03464e5c512b
065,"Σύντριμμα (γαρμπίλι) διαστ. 0,4 έως 1 cm",Material,General,,10.49,10.49,10.49,10.49,1,EUR,2.74,0.2615,15,15,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 32,62ca1b26011f
442,Σμυριδόπανο,Material,General,τεμ,0.12,0.12,0.12,0.12,1,EUR,0.03,0.2554,14,14,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 77,84569c1448df
6310,ΥΔΡ 6310,Abstract Material,General,,1.43,1.43,1.43,1.43,1,EUR,16.02,11.192,14,8,Hydraulic works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Hydraulic works,Hydraulic works - chapter 63,18a1de4caa56
6329.2,"Παραγωγή, μεταφορά, διάστρωση, συμπύκνωση και συντήρηση σκυροδέματος Παραγωγή ή προμήθεια και μεταφορά επί τόπου του έργου σκυροδέματος οποιασδήποτε κατηγορίας ή ποιότητος, σύμφωνα με τις διατάξεις του Κανονισμού Τεχνολογίας Σκυροδέματος (ΚΤΣ), του Ε.Κ.Ω.Σ. και τις - Για κατασκευές από σκυρόδεμα κατηγορίας C20/25",Abstract Material,General,,164.99,164.99,164.99,164.99,1,EUR,26.52,0.1607,14,8,Hydraulic works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Hydraulic works,Hydraulic works - chapter 63,3d8e73f00ac5
321,"Μάρμαρο ολόσωμων βαθμίδων χρήσιμου μήκους έως 1,00 m και προελεύσεως Πεντέλης (λευκό)",Material,General,m,0.57,0.57,0.57,0.57,1,EUR,24.02,36.3779,14,10,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 75,8ce5662f0024
398.1,"Μπεντονίτης kg 0,210 .2 Ράβδος αγκυρώσεως βράχου διαστελλομένου άκρου αντοχής θραύσεως 9t, μήκος 1,50 m τεμ 42,30 .3 Ράβδος αγκυρώσεως βράχου διαστελλομένου άκρου αντοχής θραύσεως 12 t, μήκος 2,50 m τεμ 49,80 .4 Ράβδος αγκυρώσεως βράχου PERFO, 1 ins και μήκος 2,5 m ή παρεμφερείς τεμ 71,20 .5 Ελάσματα BERNOLD ή παρεμφερή kg 5,80 .6 Αδαμαντοκορώνα τρυπάνου τύπου GRAELIUS διαμέτρου 48 mm τεμ 330,00 .7 Αδαμαντοκορώνα τρυπάνου, διαμέτρου 146 mm (δειγματοληψίας) τεμ 1360,00 .8 Χαλυβδοσωλήνας χωρίς ραφή εσωτερικής διαμέτρου 150 mm και πάχους 4,5 mm, για την επένδυση γεωτρήσεων m 30,75 .9 Χαλυβδοσωλήνας με διαμήκη ραφή γαλβανισμένος, εσωτερικής διαμέτρου 650mm και πάχους 6 mm, για την τελική σωλήνωση υδρογεωτρήσεως ""MET""",Material,General,m,0.25,0.26,0.26,0.26,1,EUR,3.83,15.0,14,14,Hydraulic works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Hydraulic works,Hydraulic works - chapter 71,ce247f7e25e5
061,"Σκύρα διαστ. 0,7 έως 7 cm",Material,General,,11.0,11.0,11.0,11.0,1,EUR,8.32,0.7565,13,13,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 32,abbd79ff5826
242,Πεπιεσμένος χάρτης (χάρντ μπορντ) πάχους 3 mm,Material,General,m2,32.15,1.5,370.0,4.5,3,EUR,21.85,4.5546,13,12,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 56,cc0ff35133d4
056,"Χάλικες διαστ. 0,7 έως 7 cm",Material,General,,8.59,8.59,8.59,8.59,1,EUR,6.4,0.7449,13,13,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 31,90f3813b321d
6314,ΥΔΡ 6314,Abstract Material,General,,1.99,1.99,1.99,1.99,1,EUR,16.63,8.3456,13,7,Hydraulic works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Hydraulic works,Hydraulic works - chapter 63,644d1945ec48
112,Πλίνθος (οπτή) διάκενη (με οπές κατά μήκος) διαστ. 19 χ 11 χ 8 cm,Material,General,τεμ,0.08,0.08,0.08,0.08,1,EUR,15.57,196.8324,13,13,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 38,c90126d5c5b8
333,"Μάρμαρο σχιστό πάχους 3 cm ορθογωνισμένο, μήκους έως 1,50 m και m2 προελεύσεως Πεντέλης (λευκό)",Material,General,,111.57,111.57,111.57,111.57,1,EUR,92.6,0.83,12,12,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 74,c7d7c76b200a
1501,ΟΙΚ 1501,Abstract Material,General,,460.03,460.03,460.03,460.03,1,EUR,22.1,0.0481,12,12,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 21,755bfe107b4a
266,Μορφοσίδηρος όλων των απλών διατομών ύψους ή πλευράς κάτω των 8 cm,Material,General,kg,0.62,0.62,0.62,0.62,1,EUR,1.81,2.9009,11,10,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 61,ee708e05db59
457,Στόκος έτοιμος (ζύμη),Material,General,kg,0.83,0.83,0.83,0.83,1,EUR,0.46,0.5545,11,11,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 76,1e9caff46c87
484,Ορυκτέλαιο,Material,General,kg,4.55,4.55,4.55,4.55,1,EUR,9.97,2.1909,11,11,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 11,6a0457600e92
6326,"Παραγωγή, μεταφορά, διάστρωση, συμπύκνωση και συντήρηση σκυροδέματος Παραγωγή ή προμήθεια και μεταφορά επί τόπου του έργου σκυροδέματος οποιασδήποτε κατηγορίας ή ποιότητος, σύμφωνα με τις διατάξεις του Κανονισμού Τεχνολογίας Σκυροδέματος (ΚΤΣ), του Ε.Κ.Ω.Σ. και τις - Για κατασκευές από σκυρόδεμα κατηγορίας C12/16",Abstract Material,General,,132.9,132.9,132.9,132.9,1,EUR,68.73,0.5171,10,10,Hydraulic works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Hydraulic works,Hydraulic works - chapter 67,81211f8dac8b
235,Μορφοσίδηρος ύψους πλευράς μέχρι 8 cm,Material,General,kg,0.62,0.62,0.62,0.62,1,EUR,126.73,203.5812,10,9,Road works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Road works,Road works - chapter 26,7781bef5993f
212,Βενζίνη It,Material,General,,1.48,1.48,1.48,1.48,1,EUR,17.05,11.5,10,10,Hydraulic works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Hydraulic works,Hydraulic works - chapter 51,ef41b7a4870d
443,Λινέλαιο ωμό,Material,General,kg,1.99,1.99,1.99,1.99,1,EUR,0.23,0.114,10,10,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 14,601f16f13069
1446,ΟΙΚ 1446,Abstract Material,General,,49.64,49.64,49.64,49.64,1,EUR,4.65,0.0936,10,10,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 43,9f217349ea39
231,"Λωρίδες ραμποτέ από ξυλεία πιτσπάιν, πλάτους 4 έως 7 cm, καθαρού πάχους τουλάχιστον 22 mm και μήκους τουλάχιστον 40 cm, προελεύσεως Αμερικής",Material,General,m2,3.03,0.93,22.0,0.93,2,EUR,5.24,3.265,10,10,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 53,ace2fcd3b29c
363,Ανεμοστήριγμα γάντζος,Material,General,τεμ,0.74,0.63,1.78,0.63,2,EUR,6.36,9.73,10,10,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 14,2177f7c525c0
1492,ΟΙΚ 1492,Abstract Material,General,,2.84,2.84,2.84,2.84,1,EUR,0.58,0.2035,10,10,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 77,1c98a83ac153
1479,ΟΙΚ 1479,Abstract Material,General,,38.12,38.12,38.12,38.12,1,EUR,25.92,0.68,10,10,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 54,9e88c08096ca
111,Πλίνθος (οπτή) διάκενη (με οπές κατά μήκος) διαστ. 19 χ 9 χ 6 cm,Material,General,τεμ,0.07,0.07,0.07,0.07,1,EUR,18.07,250.6,10,10,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 46,79c785ac3ea9
128,Πλίνθος από κυψελωτό κονιόδεμα βάρους 800 οποιωνδήποτε διαστάσεων,Material,General,,88.24,88.24,88.24,88.24,1,EUR,11.18,0.1267,9,9,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 47,39e989c759c5
035,Γύψος κοινός (φαιός),Material,General,kg,0.09,0.09,0.09,0.09,1,EUR,3.45,39.0222,9,9,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 14,51480d5f9a0b
282,Σιδηροσωλήνας ορθογωνικής διατομής (σωλήν μορφής) κουφωμάτων οποιωνδήποτε διαστάσεων,Material,General,kg,4.21,0.99,30.0,0.99,2,EUR,4.36,1.1456,9,9,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 62,42edb223439c
7019,ΥΔΡ 7019,Abstract Material,General,,88.8,9.19,209.3,67.36,8,EUR,69.77,0.9,9,2,Hydraulic works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Hydraulic works,Hydraulic works - chapter 70,0a1edde914aa
445,Νέφτι,Material,General,kg,1.6,1.6,1.6,1.6,1,EUR,0.09,0.0556,9,9,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 14,eef31f27d2ee
473,Βερνικόχρωμα ριπολίνης από συνθετικές ύλες,Material,General,kg,2.83,2.83,2.83,2.83,1,EUR,0.44,0.1567,9,9,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 77,14f3a9c0ef65
332,"Μάρμαρο σχιστό πάχους 2 cm ορθογωνισμένο, μήκους άνω των 1,50 m και m2 προελεύσεως Πεντέλης (λευκό)",Material,General,,79.68,79.68,79.68,79.68,1,EUR,64.34,0.8075,8,8,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 74,5ac88f9a0453
1418,ΟΙΚ 1418,Abstract Material,General,,39.19,39.19,39.19,39.19,1,EUR,0.61,0.0156,8,8,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 71,07d0506f43b5
485,Πετρέλαιο ακάθαρτο (κίνησης) It,Material,General,,1.23,1.23,1.23,1.23,1,EUR,48.4,39.425,8,8,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 11,37e168d4a1b9
444,Λινέλαιο βρασμένο,Material,General,kg,2.21,2.21,2.21,2.21,1,EUR,0.4,0.1821,7,7,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 14,4bb5c3c72a38
370,Στήριγμα τετραξύλου (κάσσας),Material,General,τεμ,0.29,0.29,0.29,0.29,1,EUR,2.27,7.7143,7,7,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 14,cbf9a3f4ca7b
370.8,150 — 370.16 150 — 370.24 150 — ΥΔΡ 371. ΠΛΑΣΤΙΚΟΙ ΣΩΛΗΝΕΣ ΑΠΟ PVC ονομαστικής πιέσεως,Material,General,,0.0,0.0,0.0,0.0,0,EUR,0.0,1.0,7,7,Hydraulic works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Hydraulic works,Hydraulic works - chapter 67,5db27d2db50d
223,"Τσιμέντο PORTLAND υψηλής πρωίμου αντοχής, με την αξία των χαρτοσάκων",Material,General,kg,0.12,0.12,0.12,0.12,1,EUR,44.14,370.0,7,7,Hydraulic works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Hydraulic works,Hydraulic works - chapter 63,5c7cb5a24aad
233,"Πλάκες συνδυασμένων λωρίδων δρυός κολλητών δαπέδων τύπου μωσάΐκ παρκέ, m2 πάχους 8 έως 10 mm, Κ. Ευρώπης",Material,General,,6.49,0.56,21.3,0.56,2,EUR,4.28,1.6449,7,6,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 53,67f639c0f174
6069,Στρώσεις έδρασης και εγκιβωτισμός σωλήνων με άμμο προελεύσεως λατομείου,Abstract Material,General,,24.99,24.99,24.99,24.99,1,EUR,10.6,0.4243,7,7,Hydraulic works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Hydraulic works,Hydraulic works - chapter 67,59852636e52b
446,Στεγνωτικό,Material,General,kg,2.66,2.66,2.66,2.66,1,EUR,0.06,0.0207,7,7,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 14,27645b1525e5
1412,ΟΙΚ 1412,Abstract Material,General,,25.33,25.33,25.33,25.33,1,EUR,3.58,0.1414,7,7,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 42,30b22bf45ccc
450,Παρκετίνη,Material,General,kg,60.71,2.84,83.85,83.85,2,EUR,107.87,1.3086,7,7,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 77,02c340803a7b
1504,ΟΙΚ 1504,Abstract Material,General,,622.36,622.36,622.36,622.36,1,EUR,3.28,0.0053,7,7,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 21,ca49b8442d81
1488,ΟΙΚ 1488,Abstract Material,General,,0.78,0.78,0.78,0.78,1,EUR,0.34,0.4314,7,7,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 77,c0eae984de14
334,"Μάρμαρο σχιστό πάχους 3 cm ορθογωνισμένο, μήκους άνω των 1,50 m και m2 προελεύσεως Πεντέλης (λευκό)",Material,General,,119.54,119.54,119.54,119.54,1,EUR,112.71,0.9429,7,7,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 75,967a99ccc5b4
366,"Ανεμοστήριγμα μύλος, για γερμανικά εξώφυλλα",Material,General,τεμ,20.42,5.0,23.5,23.5,2,EUR,5.65,0.5027,6,3,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 14,8c141661419d
241,"Περιθώρια (σουβατεπιά) από ξυλεία καστανιάς πλάτους 5 έως 8 cm, πάχους τουλάχιστον 12 mm και μήκους τουλάχιστον 2 m, προελεύσεως εγχώριας",Material,General,m,7.75,7.75,7.75,7.75,1,EUR,14.42,1.7267,6,5,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 53,39b9f81a24c2
236,"Περιθώρια (σουβατεπιά) από ξυλεία λευκή πλάτους 5 έως 8 cm, πάχους τουλάχιστον 12 mm και μήκους 2 m, προελεύσεως Ρουμανίας",Material,General,m,0.78,0.62,1.55,0.62,2,EUR,3.42,5.233,6,6,Building works,Αναλυτικα Τιμολογια Εργων (ΓΓΔΕ),Building works,Building works - chapter 53,0344ed4e8109
