resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section,rec_rev
TOS26_PR.P18.ZZ02.031,"Oggetto: ISOLANTI TERMICI ED ACUSTICI Conforme: - UNI 13172:2012; - UNI 13501:2009; - D.M. 15/03/2005. - marcatura CE; - Dichiarazione di Prestazione (DoP) | Oggetto: ACCESSORI DI POSA PER ISOLANTI | Tassello ad avvitamento in polietilene, per muratura 115 mm < lunghezza < 155 mm",Material,General,cad,0.59,0.59,0.59,0.59,1,EUR,3.38,5.757,535,535,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,PANNELLI,f69219f10eba
TOS26_PRCAM.P26.090.008,"MATERIALI DI RIVESTIMENTO - PITTURE, VERNICI, SMALTI E STRUMENTI PER LA LORO POSA - CAM Conforme: - UNI EN ISO 4618:2023; - CAM - paragrafo 2.5.13 di cui al DM 23 giugno 2022 n. 256, ''CRITERI AMBIENTALI MINIMI per l’affidamento del servizio di progettazione ed esecuzione dei lavori di interventi ed",Material,General,kg,2.84,2.84,2.84,2.84,1,EUR,11.47,4.0365,526,526,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,PANNELLI,62cb2d15761a
TOS26_AT.N06.016.001,"Oggetto: MACCHINE ELEVATRICI Specifiche: consegnate in cantiere Escluso: altre maggiorazioni di qualsiasi natura | Oggetto: GRU Tipo: A TORRE | braccio 35 m, portata in punta 1000 kg. per 3 mesi",Equipment,General,ora,4.05,4.05,4.05,4.05,1,EUR,0.41,0.1023,450,450,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,ISTALLAZIONE INFISSO,4a52ccb60eb3
TOS26_PRCAM.P26.107.004,"MATERIALI DI RIVESTIMENTO - PITTURE, VERNICI, SMALTI E STRUMENTI PER LA LORO POSA - CAM Conforme: - UNI EN ISO 4618:2023; - CAM - paragrafo 2.5.13 di cui al DM 23 giugno 2022 n. 256, ''CRITERI AMBIENTALI MINIMI per l’affidamento del servizio di progettazione ed esecuzione dei lavori di interventi ed",Material,General,kg,11.52,11.52,11.52,11.52,1,EUR,1.72,0.1493,435,435,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,PANNELLI,fd125baba194
TOS26_AT.N06.100.900,Oggetto: MACCHINE ELEVATRICI Specifiche: consegnate in cantiere Escluso: altre maggiorazioni di qualsiasi natura | Oggetto: CONSUMO CARBURANTE / OLIO Uso: PER MACCHINE ELEVATRICI | Tipo: diesel fino a 126 CV,Equipment,General,ora,17.72,17.72,17.72,17.72,1,EUR,7.36,0.4156,426,383,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,ARMATURE,1acef47364ed
TOS26_RU.M11.001.002,Settore: METALMECCANICO / IMPIANTISTICO Specifiche: per dipendenti a tempo indeterminato Conforme: costo medio delle Tabelle Ministeriali approvate con D.D. n 73 del 22 novembre 2024 Compreso: - retribuzione contrattuale; - oneri di legge e di fatto gravanti sulla manodopera; - nolo ed uso degli att,Labor,Labor,ora,27.33,27.33,27.33,27.33,1,EUR,13.25,0.485,424,424,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,ARMATURE,cb853fa3849b
TOS26_PR.P18.ZZ02.032,"Oggetto: ISOLANTI TERMICI ED ACUSTICI Conforme: - UNI 13172:2012; - UNI 13501:2009; - D.M. 15/03/2005. - marcatura CE; - Dichiarazione di Prestazione (DoP) | Oggetto: ACCESSORI DI POSA PER ISOLANTI | Tassello ad avvitamento in polietilene, per muratura 175 mm < lunghezza < 215 mm",Material,General,cad,1.01,1.01,1.01,1.01,1,EUR,6.66,6.6134,313,313,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,PANNELLI,3a368c348ebb
TOS26_AT.N06.020.001,"Oggetto: MACCHINE ELEVATRICI Specifiche: consegnate in cantiere Escluso: altre maggiorazioni di qualsiasi natura | Oggetto: MONTACARICHI ELETTRICO | con sostegno a bandiera, portata 150 kg, nolo mensile.",Equipment,General,ora,1.3,1.3,1.3,1.3,1,EUR,0.13,0.1013,276,274,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,PANNELLI,c275dc72bf39
TOS26_RU.M05.001.001,Settore: DEL SETTORE IDRAULICO-FORESTALE E IDRAULICO-AGRARIO Specifiche: per dipendenti a tempo indeterminato Conforme: costo minimo orario delle associazioni di riferimento - in vigore dal 1 gennaio 2016 Compreso: - spese generali; - utili dell'impresa | Tipo: OPERAIO FORESTALE | Livello: 5° Operai,Labor,Labor,ora,20.77,20.77,20.77,20.77,1,EUR,537.97,25.9014,259,228,OPERE FORESTALI CAM: no,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),OPERE FORESTALI CAM: no,INTERVENTI DI UTILIZZAZIONE FORESTALE,25966765a801
TOS26_PR.P18.ZZ02.033,"Oggetto: ISOLANTI TERMICI ED ACUSTICI Conforme: - UNI 13172:2012; - UNI 13501:2009; - D.M. 15/03/2005. - marcatura CE; - Dichiarazione di Prestazione (DoP) | Oggetto: ACCESSORI DI POSA PER ISOLANTI | Tassello ad avvitamento in polietilene, per muratura 235 mm < lunghezza < 275 mm",Material,General,cad,1.43,1.43,1.43,1.43,1,EUR,9.33,6.5138,253,253,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,PANNELLI,9191c04a7c40
TOS26_RU.M05.001.002,Settore: DEL SETTORE IDRAULICO-FORESTALE E IDRAULICO-AGRARIO Specifiche: per dipendenti a tempo indeterminato Conforme: costo minimo orario delle associazioni di riferimento - in vigore dal 1 gennaio 2016 Compreso: - spese generali; - utili dell'impresa | Tipo: OPERAIO FORESTALE | Livello: 4° Operai,Labor,Labor,ora,19.61,19.61,19.61,19.61,1,EUR,1397.1,71.2444,248,218,OPERE FORESTALI CAM: no,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),OPERE FORESTALI CAM: no,INTERVENTI DI UTILIZZAZIONE FORESTALE,b79b7d300ba6
TOS26_RU.M05.001.004,Settore: DEL SETTORE IDRAULICO-FORESTALE E IDRAULICO-AGRARIO Specifiche: per dipendenti a tempo indeterminato Conforme: costo minimo orario delle associazioni di riferimento - in vigore dal 1 gennaio 2016 Compreso: - spese generali; - utili dell'impresa | Tipo: OPERAIO FORESTALE | Livello: 2° Operai,Labor,Labor,ora,17.63,17.63,17.63,17.63,1,EUR,1209.55,68.6074,235,220,OPERE FORESTALI CAM: no,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),OPERE FORESTALI CAM: no,INTERVENTI DI UTILIZZAZIONE FORESTALE,91ac6a32b95c
TOS26_AT.N02.014.028,Oggetto: MEZZI DI TRASPORTO / MACCHINE NON OPERATRICI Compreso; - costo del conducente; - assicurazioni; - spese per i materiali di consumo; - ogni altra spesa per dare il mezzo in pieno stato di efficienza. | AUTOCARRI / MOTOCARRI / TRATTORI MTT: Massa totale a terra Pu: Portata utile | Trattore go,Equipment,General,ora,7.87,7.87,7.87,7.87,1,EUR,41.89,5.3232,229,218,OPERE PER VERDE URBANO,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),OPERE PER VERDE URBANO,LAVORAZIONE E SISTEMAZIONI DEL TERRENO,e862726fae65
TOS26_01.B04.003.001,"Oggetto: GETTO Materiale: in CALCESTRUZZO Formato: PRECONFEZIONATO Tipo: a prestazione garantita Compreso: - fornitura; - posa; - scarico; - getto; - vibratura. Specifiche: prodotto in impianto dotato di un Sistema di Controllo della Produzione, effettuata in accordo a quanto contenuto nelle Linee G",Abstract Material,Fasteners,m³,128.96,128.96,128.96,128.96,1,EUR,119.15,0.9239,226,118,INFRASTRUTTURE STRADALI,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),INFRASTRUTTURE STRADALI,SEZIONE,273f86834621
TOS26_RU.M04.002.002,Settore: AGRICOLO E FLOROVIVAISTICO Specifiche: per dipendenti a tempo indeterminato Conforme: minimo orario delle associazioni di riferimento - C.C.N.L. 24/10/2014 Compreso: - retribuzione contrattuale; - oneri di legge e di fatto gravanti sulla manodopera; - nolo ed uso degli attrezzi di uso comun,Labor,Labor,ora,20.25,20.25,20.25,20.25,1,EUR,105.66,5.219,225,151,OPERE AGRICOLE CAM: no,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),OPERE AGRICOLE CAM: no,Interventi finalizzati a creare le condizioni per la successiva messa a coltura ,cff041996359
TOS26_AT.N01.001.902,"Tipo: MACCHINE OPERATRICI Specifiche: consegnate in cantiere | Uso: PER MOVIMENTO TERRA Compreso: accessori | oneri consumo carburanti, oli e altri materiali - macchine movimento terra da 10.000 kg a 25.000 kg - da 126 CV fino a 300 CV",Equipment,General,ora,41.24,41.24,41.24,41.24,1,EUR,5.98,0.1449,218,217,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,DEMOLIZIONE,c61b2aa56e31
TOS26_AT.N01.060.001,Tipo: MACCHINE OPERATRICI Specifiche: consegnate in cantiere | Oggetto: ACCESSORI Uso: PER VARIE LAVORAZIONI | Vibratore per calcestruzzo - 1 mese,Equipment,General,ora,2.17,2.17,2.17,2.17,1,EUR,0.28,0.1284,217,207,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,GETTO,f722274aa70b
TOS26_AT.N06.016.006,"Oggetto: MACCHINE ELEVATRICI Specifiche: consegnate in cantiere Escluso: altre maggiorazioni di qualsiasi natura | Oggetto: GRU Tipo: A TORRE | braccio 40-41 m, portata in punta 1000 kg. Nolo da 8 a 12 mesi",Equipment,General,ora,4.21,4.21,4.21,4.21,1,EUR,0.24,0.0558,215,214,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,CASSEFORME,8b7133e81948
TOS26_04.A04.008.001,"Oggetto: SCAVO Compreso: - rimozione di trovanti rocciosi e/o relitti di murature fino a 0,50 m³; - spianamento del fondo di scavo; - regolarizzazione delle pareti e dei cigli; - deflusso o aggotto dell'eventuale acqua presente fino ad un battente massimo di 20 cm; - estirpazione di ceppaie; - opere",Abstract Material,General,m³,4.09,4.09,4.09,4.09,1,EUR,7.5,1.8339,198,138,INFRASTRUTTURE STRADALI,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),INFRASTRUTTURE STRADALI,SEZIONE,3948b7bc7749
TOS26_PR.P19.060.001,Oggetto: IMPERMEABILIZZANTI / MEMBRANE / SCHERMI Conforme: - Regolamento U.E. 305/2011; - marcatura CE; - UNI 8818:2016 | SCHERMO BARRIERA AL VAPORE SINTETICO O BITUMINOSO Sd ≥ 100 m Conforme: - UNI EN 13859-1:2014; - UNI EN 13859-2:2014; - UNI EN 11470:2015 | BITUMINOSO. Rinforzato da una lamina di,Material,Waterproofing,m²,6.67,6.67,6.67,6.67,1,EUR,7.67,1.15,197,197,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,PANNELLI,68e553d432e6
TOS26_AT.N06.017.007,"Oggetto: MACCHINE ELEVATRICI Specifiche: consegnate in cantiere Escluso: altre maggiorazioni di qualsiasi natura | Oggetto: GRU Tipo: AUTOMONTANTI | braccio 25 m, portata in punta 800 kg. per 1 mese",Equipment,General,ora,4.27,4.27,4.27,4.27,1,EUR,0.57,0.133,194,194,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,PROFILI,f37246bd3733
TOS26_PR.P19.018.017,Oggetto: IMPERMEABILIZZANTI / MEMBRANE / SCHERMI Conforme: - Regolamento U.E. 305/2011; - marcatura CE; - UNI 8818:2016 | MEMBRANA IMPERMEABILIZZANTE ELASTOPLASTOMERICA AD ALTA CONCENTRAZIONE DI BITUME E POLIMERI. ARMATA Con TNT a filo continuo poliestere stabilizzato con fibra di vetro imputrescibi,Material,Waterproofing,m²,6.5,6.5,6.5,6.5,1,EUR,7.18,1.1057,194,194,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,IMPERMEABILIZZAZIONE,e0176009ec53
TOS26_AT.N01.015.070,"Tipo: MACCHINE OPERATRICI Specifiche: consegnate in cantiere | Uso: PER LAVORAZIONI SULLA VEGETAZIONE | Motosega completa di catena dentata, con motore a scoppio, con barra da 45 cm - 1 mese",Equipment,General,ora,1.44,1.44,1.44,1.44,1,EUR,126.32,87.6944,192,192,OPERE PER VERDE URBANO,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),OPERE PER VERDE URBANO,"ERBACEE, ARBUSTI, SIEPI, AIUOLE",9cc40dcb7f93
TOS26_04.B12.001.001,Oggetto: CORPI STRADALI Compreso: - scavi; - riporti; - modellazione altimetrica; - sistemazione del terreno tra piano di campagna e piattaforma stradale; - fondazione stradale compreso strato portante inferiore; - massicciata stradale compreso strato di materiali inerti; - stabilizzazione del terre,Abstract Material,General,m³,32.89,32.89,32.89,32.89,1,EUR,77.65,2.361,184,138,INFRASTRUTTURE STRADALI,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),INFRASTRUTTURE STRADALI,SEZIONE,639a66bbe323
TOS26_04.E02.002.001,Oggetto: PAVIMENTAZIONE BITUMINOSA Compreso: - fornitura; - fresatura; - pulizia del piano di posa; - posa; - mano d’attacco; - rullatura. Conforme: - UNI EN 12591; - UNI EN 13043:2004; - UNI EN 130108-1:2016; - UNI EN ISO 10319:2015; - UNI EN ISO 10319. | Oggetto: strato di collegamento - a caldo -,Abstract Material,General,m²,19.43,19.43,19.43,19.43,1,EUR,131.16,6.75,184,138,INFRASTRUTTURE STRADALI,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),INFRASTRUTTURE STRADALI,SEZIONE,a0a8e4d3d787
TOS26_AT.N02.101.001,Oggetto: MEZZI DI TRASPORTO / MACCHINE NON OPERATRICI Compreso; - costo del conducente; - assicurazioni; - spese per i materiali di consumo; - ogni altra spesa per dare il mezzo in pieno stato di efficienza. | Oggetto: CONSUMO CARBURANTE / OLIO Uso: PER MEZZI DI TRASPORTO Specifiche: AGEVOLATO | Tip,Equipment,General,ora,4.63,4.63,4.63,4.63,1,EUR,29.41,6.3547,183,170,OPERE FORESTALI CAM: no,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),OPERE FORESTALI CAM: no,"RIMBOSCHIMENTI, RINFOLTIMENTI E ARBORICOLTURA DA LEGNO",ae5791a2c95e
TOS26_RU.M04.001.002,Settore: AGRICOLO E FLOROVIVAISTICO Specifiche: per dipendenti a tempo indeterminato Conforme: minimo orario delle associazioni di riferimento - C.C.N.L. 24/10/2014 Compreso: - retribuzione contrattuale; - oneri di legge e di fatto gravanti sulla manodopera; - nolo ed uso degli attrezzi di uso comun,Labor,Labor,ora,20.66,20.66,20.66,20.66,1,EUR,20.35,0.985,180,111,OPERE PER VERDE URBANO,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),OPERE PER VERDE URBANO,LAVORAZIONE E SISTEMAZIONI DEL TERRENO,751d4e4bfb24
TOS26_AT.N01.100.901,Tipo: MACCHINE OPERATRICI Specifiche: consegnate in cantiere | Oggetto: CONSUMO CARBURANTE / OLIO Uso: MACCHINE OPERATRICI PER OPERE AGRICOLE | Tipo: fino a 10.000 kg - fino 125 CV.,Equipment,General,ora,17.18,17.18,17.18,17.18,1,EUR,2.68,0.1559,178,161,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,DEMOLIZIONE,55b14eab1d99
TOS26_RU.M11.001.001,Settore: METALMECCANICO / IMPIANTISTICO Specifiche: per dipendenti a tempo indeterminato Conforme: costo medio delle Tabelle Ministeriali approvate con D.D. n 73 del 22 novembre 2024 Compreso: - retribuzione contrattuale; - oneri di legge e di fatto gravanti sulla manodopera; - nolo ed uso degli att,Labor,Labor,ora,29.27,29.27,29.27,29.27,1,EUR,23.6,0.8062,169,164,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,INFISSO,65afac4e7ebf
TOS26_AT.N01.101.914,Tipo: MACCHINE OPERATRICI Specifiche: consegnate in cantiere | Oggetto: CONSUMO CARBURANTE / OLIO Uso: PER MACCHINE OPERATRICI PER OPERE AGRICOLE Specifiche: AGEVOLATO | Tipo: per motoseghe,Equipment,General,ora,2.75,2.75,2.75,2.75,1,EUR,281.42,102.2463,166,166,OPERE FORESTALI CAM: no,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),OPERE FORESTALI CAM: no,INTERVENTI DI UTILIZZAZIONE FORESTALE,369abe63148e
TOS26_PRCAM.P09.017.003,"MALTE E STUCCHI - CAM PREMISCELATI / PRECONFEZIONATI oppure PREPARATI IN CANTIERE CON IMPASTATRICI. Per intonaci, massetti, murature rivestimenti e riempitivi. Predilezione per impianti di produzione a basso consumo energetico e processi ottimizzati per ridurre rifiuti e scarti. Per i prodotti preco",Material,General,kg,1.18,1.18,1.18,1.18,1,EUR,4.9,4.1667,162,162,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,PANNELLI,c878ebd60afb
TOS26_RU.M04.002.005,Settore: AGRICOLO E FLOROVIVAISTICO Specifiche: per dipendenti a tempo indeterminato Conforme: minimo orario delle associazioni di riferimento - C.C.N.L. 24/10/2014 Compreso: - retribuzione contrattuale; - oneri di legge e di fatto gravanti sulla manodopera; - nolo ed uso degli attrezzi di uso comun,Labor,Labor,ora,16.31,16.31,16.31,16.31,1,EUR,515.66,31.6251,162,102,OPERE AGRICOLE CAM: no,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),OPERE AGRICOLE CAM: no,Interventi finalizzati a creare le condizioni per la successiva messa a coltura ,866467a2cb92
TOS26_AT.N09.100.900,Oggetto: IMPIANTI / MACCHINARI Uso: PER OPERE STRADALI Specifiche: consegnate in cantiere | Oggetto: CONSUMO CARBURANTE / OLIO Uso: PER IMPIANTI / MACCHINARI PER OPERE STRADALI | Tipo: gasolio fino a 126 CV,Equipment,General,ora,17.51,17.51,17.51,17.51,1,EUR,0.43,0.0243,160,90,INFRASTRUTTURE STRADALI,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),INFRASTRUTTURE STRADALI,inerti,cdaa046d1533
TOS26_AT.N02.014.031,Oggetto: MEZZI DI TRASPORTO / MACCHINE NON OPERATRICI Compreso; - costo del conducente; - assicurazioni; - spese per i materiali di consumo; - ogni altra spesa per dare il mezzo in pieno stato di efficienza. | AUTOCARRI / MOTOCARRI / TRATTORI MTT: Massa totale a terra Pu: Portata utile | Trattore go,Equipment,General,ora,14.85,14.85,14.85,14.85,1,EUR,573.18,38.6001,152,152,OPERE FORESTALI CAM: no,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),OPERE FORESTALI CAM: no,INTERVENTI DI UTILIZZAZIONE FORESTALE,c316366df9cb
TOS26_AT.N02.101.002,Oggetto: MEZZI DI TRASPORTO / MACCHINE NON OPERATRICI Compreso; - costo del conducente; - assicurazioni; - spese per i materiali di consumo; - ogni altra spesa per dare il mezzo in pieno stato di efficienza. | Oggetto: CONSUMO CARBURANTE / OLIO Uso: PER MEZZI DI TRASPORTO Specifiche: AGEVOLATO | Tip,Equipment,General,ora,11.11,11.11,11.11,11.11,1,EUR,421.11,37.9148,150,150,OPERE FORESTALI CAM: no,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),OPERE FORESTALI CAM: no,INTERVENTI DI UTILIZZAZIONE FORESTALE,4d286c718b81
TOS26_AT.N06.018.010,Oggetto: MACCHINE ELEVATRICI Specifiche: consegnate in cantiere Escluso: altre maggiorazioni di qualsiasi natura | Oggetto: AUTOCARRO Tipo: CON GRU RUOTANTE E BRACCIO ARTICOLATO MTT= massa totale a terra | MTT 26000 kg con momento massimo di sollevamento di 23000 daNm al gancio mobile sfilamento max,Equipment,General,ora,50.17,50.17,50.17,50.17,1,EUR,4.87,0.097,144,140,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,ARMATURE,54bb6b87a77a
TOS26_RU.M11.001.005,Settore: METALMECCANICO / IMPIANTISTICO Specifiche: per dipendenti a tempo indeterminato Conforme: costo medio delle Tabelle Ministeriali approvate con D.D. n 73 del 22 novembre 2024 Compreso: - retribuzione contrattuale; - oneri di legge e di fatto gravanti sulla manodopera; - nolo ed uso degli att,Labor,Labor,ora,22.1,22.1,22.1,22.1,1,EUR,6.86,0.3106,142,142,IMPIANTI - MECCANICI CAM: no,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),IMPIANTI - MECCANICI CAM: no,ADDUZIONE DELL'ACQUA,cdce35f4d08f
TOS26_AT.N01.072.001,"Tipo: MACCHINE OPERATRICI Specifiche: consegnate in cantiere | Oggetto: BETONIERA | Betoniera a bicchiere a ribaltamento da 350 l , motore elettrico - 1 mese",Equipment,General,ora,2.02,2.02,2.02,2.02,1,EUR,0.25,0.1227,138,136,EDILIZIA CIVILE,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),EDILIZIA CIVILE,MURO / PARETE,355d7ed20f63
TOS26_04.A05.008.001,Uso: formazione di rilevati Oggetto: inerti Materiale: - privi di sostanze organiche; - provenienti da scavo; - cave. Compreso: - spianamenti; - costipazione a strati di spessore non superiore 30cm; - formazione di pendenze; - profilature di scarpate; - bagnatura; - ricarichi. Conforme: - UNI EN 132,Abstract Material,General,m²,4.39,4.39,4.39,4.39,1,EUR,53.83,12.2728,138,138,INFRASTRUTTURE STRADALI,Prezzario dei Lavori Pubblici della Toscana (edizione 2026),INFRASTRUTTURE STRADALI,SEZIONE,1908ddbcde4f
