resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section,rec_rev
15.150.1005,C 25/30 hazır beton,Material,,m³,2521.02,2521.02,2521.02,2521.02,1,TRY,1664.3,0.6602,41,41,CONSTRUCTION WORK,İnşaat,,,d6e99d69e643
15.150.1006,C 30/37 hazır beton,Material,,m³,2589.9,2154.24,2621.02,2621.02,2,TRY,2585.84,0.994,30,29,CONSTRUCTION WORK,İnşaat,,,50d5d33c106d
19.100.1115,Grab makinesi,Equipment,,Sa,11268.88,11268.88,11268.88,11268.88,1,TRY,1211.41,0.1075,4,4,CONSTRUCTION WORK,İnşaat,,,6efa1aee27e0
19.100.1117,Bentonit ünitesi ve Desander (Grab için),Equipment,,Sa,13391.6,13391.6,13391.6,13391.6,1,TRY,1004.37,0.075,8,4,CONSTRUCTION WORK,İnşaat,,,b0a12e04051e
10.450.9601,Bentonit,Material,,Ton,1950.0,1950.0,1950.0,1950.0,1,TRY,53.63,0.0275,16,16,CONSTRUCTION WORK,İnşaat,,,c392f08ebdd6
10.100.1055,Operatör makinist,Labor,,Sa,308.81,285.0,355.0,285.0,2,TRY,371.24,1.2501,209,111,CONSTRUCTION WORK,İnşaat,,,cabc5329dfb8
19.100.1104,"Mobil vinç (60ton, 240 HP)",Equipment,,Sa,3657.6,3657.6,3657.6,3657.6,1,TRY,125.71,0.0344,54,54,CONSTRUCTION WORK,İnşaat,,,bade70aec518
19.100.1116,Hidrofreze makinesi,Equipment,,Sa,44167.35,44167.35,44167.35,44167.35,1,TRY,6993.16,0.1583,12,12,CONSTRUCTION WORK,İnşaat,,,d451ef6423be
19.100.1118,Bentonit ünitesi ve Desander 1 saatlik ücreti (Hidrofreze için),Equipment,,Sa,18310.32,18310.32,18310.32,18310.32,1,TRY,1838.66,0.1004,24,12,CONSTRUCTION WORK,İnşaat,,,e3222559a2b1
10.130.1501,C 8/10 beton harcı,Material,,m³,1950.0,1950.0,1950.0,1950.0,1,TRY,1950.0,1.0,1,1,CONSTRUCTION WORK,İnşaat,,,47556a4095fa
19.100.1101,Mobil Beton Pompasının Bir Saatlik Ücreti (420 HP),Equipment,,Sa,5984.19,5027.9,6653.59,6653.59,2,TRY,63.91,0.0108,103,60,CONSTRUCTION WORK,İnşaat,,,cd9be936369d
10.100.1015,Betoncu ustası,Labor,,Sa,272.95,250.0,310.0,250.0,2,TRY,1316.53,5.1905,265,103,CONSTRUCTION WORK,İnşaat,,,91d79b15934a
10.130.1502,C 12/15 beton harcı,Material,,m³,2050.0,2050.0,2050.0,2050.0,1,TRY,2050.0,1.0,1,1,CONSTRUCTION WORK,İnşaat,,,50f9c5e7965b
10.130.1503,C 16/20 beton harcı,Material,,m³,2150.0,2150.0,2150.0,2150.0,1,TRY,905.15,0.421,8,2,CONSTRUCTION WORK,İnşaat,,,eba5027e70e7
10.130.1504,C 20/25 beton harcı,Material,,m³,2250.0,2250.0,2250.0,2250.0,1,TRY,772.5,0.3433,3,2,CONSTRUCTION WORK,İnşaat,,,1f08036bf76a
10.130.1505,C 25/30 beton harcı,Material,,m³,2350.0,2350.0,2350.0,2350.0,1,TRY,2350.0,1.0,1,1,CONSTRUCTION WORK,İnşaat,,,66a971ff2f75
10.130.1506,C 30/37 beton harcı,Material,,m³,2450.0,2450.0,2450.0,2450.0,1,TRY,2450.0,1.0,2,2,CONSTRUCTION WORK,İnşaat,,,b285f88ab1bc
10.130.1507,C 35/45 beton harcı,Material,,m³,2550.0,2550.0,2550.0,2550.0,1,TRY,2550.0,1.0,2,2,CONSTRUCTION WORK,İnşaat,,,de728d74506e
10.130.1508,C 40/50 beton harcı,Material,,m³,2650.0,2650.0,2650.0,2650.0,1,TRY,2650.0,1.0,2,2,CONSTRUCTION WORK,İnşaat,,,cedd4b5eee0f
10.130.1509,C 45/55 beton harcı,Material,,m³,2750.0,2750.0,2750.0,2750.0,1,TRY,2750.0,1.0,1,1,CONSTRUCTION WORK,İnşaat,,,ccc3cf250042
10.130.1510,C 50/60 beton harcı,Material,,m³,2850.0,2850.0,2850.0,2850.0,1,TRY,2850.0,1.0,1,1,CONSTRUCTION WORK,İnşaat,,,43ef21af4fca
10.130.1521,C 8/10 beyaz beton harcı,Material,,m³,2350.0,2350.0,2350.0,2350.0,1,TRY,2350.0,1.0,1,1,CONSTRUCTION WORK,İnşaat,,,d657337c838b
10.130.1522,C 12/15 beyaz beton harcı,Material,,m³,2450.0,2450.0,2450.0,2450.0,1,TRY,2450.0,1.0,1,1,CONSTRUCTION WORK,İnşaat,,,e2e42fc6045d
10.130.1523,C 16/20 beyaz beton harcı,Material,,m³,2550.0,2550.0,2550.0,2550.0,1,TRY,2550.0,1.0,1,1,CONSTRUCTION WORK,İnşaat,,,b065a16f2bdc
10.130.1524,C 20/25 beyaz beton harcı,Material,,m³,2650.0,2650.0,2650.0,2650.0,1,TRY,2650.0,1.0,1,1,CONSTRUCTION WORK,İnşaat,,,a003b1a6c465
10.130.1525,C 25/30 beyaz beton harcı,Material,,m³,2750.0,2750.0,2750.0,2750.0,1,TRY,2750.0,1.0,1,1,CONSTRUCTION WORK,İnşaat,,,d3a4bf2a8f7b
10.130.1526,C 30/37 beyaz beton harcı,Material,,m³,3000.0,3000.0,3000.0,3000.0,1,TRY,3000.0,1.0,1,1,CONSTRUCTION WORK,İnşaat,,,4ce2d0bb7046
10.130.1527,C 35/40 beyaz beton harcı,Material,,m³,3250.0,3250.0,3250.0,3250.0,1,TRY,3250.0,1.0,1,1,CONSTRUCTION WORK,İnşaat,,,a9539dff7aa2
10.130.1528,C 40/50 beyaz beton harcı,Material,,m³,3500.0,3500.0,3500.0,3500.0,1,TRY,3500.0,1.0,1,1,CONSTRUCTION WORK,İnşaat,,,a9139faeba4e
10.130.1529,C 45/55 beyaz beton harcı,Material,,m³,3750.0,3750.0,3750.0,3750.0,1,TRY,3750.0,1.0,1,1,CONSTRUCTION WORK,İnşaat,,,3b81fbbeaf8b
10.130.1530,C 50/60 beyaz beton harcı,Material,,m³,4000.0,4000.0,4000.0,4000.0,1,TRY,4000.0,1.0,1,1,CONSTRUCTION WORK,İnşaat,,,6327eea75916
10.130.1571,beton harcı (min. C30/37 üzerinde istenilen,Material,,m³,2450.0,2450.0,2450.0,2450.0,1,TRY,2486.75,1.015,2,2,CONSTRUCTION WORK,İnşaat,,,93eb4fee7b16
19.100.3001,Duyargalı Asfalt Finişeri'in bir saatlik ücreti,Equipment,,Sa,1504.84,1504.84,1504.84,1504.84,1,TRY,180.58,0.12,1,1,CONSTRUCTION WORK,İnşaat,,,8ce1745eff21
19.100.1054,Lastik tekerlekli silindir'in 1 saatlik ücreti,Equipment,,Sa,913.02,913.02,913.02,913.02,1,TRY,39.03,0.0427,8,8,CONSTRUCTION WORK,İnşaat,,,4cd846cf3197
19.100.1052,Demir merdaneli silindir'in 1 saatlik ücreti,Equipment,,Sa,913.02,913.02,913.02,913.02,1,TRY,82.78,0.0907,3,3,CONSTRUCTION WORK,İnşaat,,,6aebe03a273f
19.100.3002,(Beton yollar için),Equipment,,Sa,6033.52,6033.52,6033.52,6033.52,1,TRY,603.35,0.1,1,1,CONSTRUCTION WORK,İnşaat,,,08e7ddb76f8a
10.100.1061,Topoğraf,Labor,,Sa,275.0,275.0,275.0,275.0,1,TRY,159.94,0.5816,27,21,CONSTRUCTION WORK,İnşaat,,,8d7018a37221
19.100.3003,Kayar Kalıplı Beton Finişerinin (Beton Yol İçin) Bir Saatlik Ücreti,Equipment,,Sa,27526.31,27526.31,27526.31,27526.31,1,TRY,132.13,0.0048,3,3,CONSTRUCTION WORK,İnşaat,,,69c1070294fa
19.100.1001,Ekskavatör (100-139 HP),Equipment,,Sa,1697.5,1697.5,1697.5,1697.5,1,TRY,1736.51,1.023,57,37,CONSTRUCTION WORK,İnşaat,,,9d0023c7015a
10.300.2063,Parafinik Esaslı Kür Malzemesi (Sıvı),Material,,Kg,40.0,40.0,40.0,40.0,1,TRY,14.0,0.35,3,3,CONSTRUCTION WORK,İnşaat,,,47d1cc9589c9
19.100.3004,Pürüzlendirme Makinasının (Beton Yol İçin),Equipment,,Sa,5381.91,5381.91,5381.91,5381.91,1,TRY,64.58,0.012,1,1,CONSTRUCTION WORK,İnşaat,,,55b93c954644
10.450.9521,Bölme (duvar) elemanı,Material,,m²,1100.0,1100.0,1100.0,1100.0,1,TRY,1122.0,1.02,1,1,CONSTRUCTION WORK,İnşaat,,,4dae340e1805
19.100.1103,Mobil Vinç (240 HP),Equipment,,Sa,4039.72,4039.72,4039.72,4039.72,1,TRY,113.92,0.0282,10,10,CONSTRUCTION WORK,İnşaat,,,16cd077ea207
10.100.1068,Birinci sınıf usta,Labor,,Sa,247.43,190.0,310.0,250.0,3,TRY,370.42,1.3882,469,399,CONSTRUCTION WORK,İnşaat,,,057343a0f699
10.450.9522,Bölme (duvar) elemanı,Material,,m²,1200.0,1200.0,1200.0,1200.0,1,TRY,1224.0,1.02,1,1,CONSTRUCTION WORK,İnşaat,,,572c196f9c67
10.450.9501,Taşıyıcı döşeme elemanı,Material,,m²,1200.0,1200.0,1200.0,1200.0,1,TRY,1224.0,1.02,1,1,CONSTRUCTION WORK,İnşaat,,,c9695f255f47
19.100.2509,400 Kg çimento dozlu harç yapılması,Material,,m³,1759.51,1759.51,1759.51,1759.51,1,TRY,19.65,0.0112,6,6,CONSTRUCTION WORK,İnşaat,,,3da041bca49e
10.450.9502,Taşıyıcı döşeme elemanı,Material,,m²,1300.0,1300.0,1300.0,1300.0,1,TRY,1326.0,1.02,1,1,CONSTRUCTION WORK,İnşaat,,,8f1640f0703c
10.450.9503,Taşıyıcı döşeme elemanı,Material,,m²,1400.0,1400.0,1400.0,1400.0,1,TRY,1428.0,1.02,1,1,CONSTRUCTION WORK,İnşaat,,,3a96b53c11b5
10.450.9504,20 cm kalınlığında önyapımlı öngerilmeli boşluklu ağır taşıyıcı döşeme elemanı,Material,,m²,1500.0,1500.0,1500.0,1500.0,1,TRY,1530.0,1.02,1,1,CONSTRUCTION WORK,İnşaat,,,8730da4ff5b8
10.450.9505,Taşıyıcı döşeme elemanı,Material,,m²,1700.0,1700.0,1700.0,1700.0,1,TRY,1734.0,1.02,1,1,CONSTRUCTION WORK,İnşaat,,,517669648202
10.450.9506,24 cm kalınlığında önyapımlı öngerilmeli boşluklu ağır taşıyıcı döşeme elemanı,Material,,m²,1900.0,1900.0,1900.0,1900.0,1,TRY,1938.0,1.02,1,1,CONSTRUCTION WORK,İnşaat,,,f342e326b038
10.130.1752,Çelik hasır (nervürlü),Material,,Kg,22.8,22.8,22.8,22.8,1,TRY,11697.54,513.05,2,2,CONSTRUCTION WORK,İnşaat,,,1942ad3d3125
10.100.1019,Soğuk demirci ustası,Labor,,Sa,254.62,190.0,310.0,250.0,3,TRY,1677.3,6.4782,94,48,CONSTRUCTION WORK,İnşaat,,,ec9e4c1faab7
10.100.1047,Soğuk demirci usta yardımcısı,Labor,,Sa,183.11,140.0,230.0,185.0,3,TRY,1632.43,8.5879,96,80,CONSTRUCTION WORK,İnşaat,,,12759409dae5
10.130.1751,Çelik hasır (nervürlü),Material,,Kg,22.5,22.5,22.5,22.5,1,TRY,23062.5,1025.0,1,1,CONSTRUCTION WORK,İnşaat,,,3db08dfabea9
10.130.1704,Beton çelik çubuğu nervürlü,Material,,Kg,22.07,21.0,24.2,21.0,2,TRY,23310.0,1056.6667,4,4,CONSTRUCTION WORK,İnşaat,,,43a4a4349aca
19.100.1111,Demir kesme ve bükme makinası,Equipment,,Sa,48.61,46.74,50.47,48.61,2,TRY,97.21,2.0,7,7,CONSTRUCTION WORK,İnşaat,,,44e15d0f2b00
10.130.1705,Beton çelik çubuğu nervürlü,Material,,Kg,21.64,21.0,24.2,21.0,2,TRY,11926.82,535.3344,11,6,CONSTRUCTION WORK,İnşaat,,,02f161981a1f
10.130.1708,Profil demiri,Material,,Kg,23.13,20.0,26.0,22.5,3,TRY,4151.73,176.901,62,32,CONSTRUCTION WORK,İnşaat,,,11e19c565660
19.100.1089,Demir doğrama imalat atelyesi,Equipment,,Sa,4254.93,4182.27,5235.8,4182.27,2,TRY,13156.36,3.0241,30,17,CONSTRUCTION WORK,İnşaat,,,b63aafedd225
10.100.1018,Sıcak demirci ustası,Labor,,Sa,256.03,190.0,310.0,250.0,3,TRY,29429.8,117.7104,190,72,CONSTRUCTION WORK,İnşaat,,,0ac0c9d5a6ac
10.200.1001,Düz siyah sac,Material,,Kg,22.77,21.9,26.24,21.9,2,TRY,1182.68,49.62,11,8,CONSTRUCTION WORK,İnşaat,,,fe9c016888ba
10.130.4502,Çam kerestesi (II.sınıf),Material,,m³,7575.92,5000.0,9000.0,7500.0,3,TRY,621.0,0.0787,192,144,CONSTRUCTION WORK,İnşaat,,,418ed7d9e082
10.300.2191,Yağ bazlı kalıp ayırıcı,Material,,Kg,38.0,35.0,50.0,35.0,2,TRY,3.8,0.1,11,11,CONSTRUCTION WORK,İnşaat,,,38e4ed9f294e
19.100.1091,Ahşap doğrama imalat atelyesinin 1 saatlik ücreti,Equipment,,Sa,4844.59,3702.57,6059.7,4841.67,3,TRY,874.89,0.1817,55,31,CONSTRUCTION WORK,İnşaat,,,1d16870ce337
10.100.1086,Ahşap Kalıpçı (Betonarme),Labor,,Sa,250.0,250.0,250.0,250.0,1,TRY,131.25,0.525,2,2,CONSTRUCTION WORK,İnşaat,,,488e7379718c
10.100.1090,Kalıp İşleri Usta Yardımcısı,Labor,,Sa,185.0,185.0,185.0,185.0,1,TRY,122.56,0.6625,4,4,CONSTRUCTION WORK,İnşaat,,,ad02fa60b2a1
10.130.4606,Film kaplı 21 mm,Material,,m²,465.0,465.0,465.0,465.0,1,TRY,10.23,0.022,4,2,CONSTRUCTION WORK,İnşaat,,,036b9f707ad9
10.130.4607,I kesitli ahşap kiriş,Material,,m,230.0,230.0,230.0,230.0,1,TRY,25.3,0.11,2,2,CONSTRUCTION WORK,İnşaat,,,bd08e0d1ce6f
10.420.1009,Çatal çivi,Material,,Kg,40.0,40.0,40.0,40.0,1,TRY,8.0,0.2,4,3,CONSTRUCTION WORK,İnşaat,,,44df01e0415b
10.100.1088,Panel Kalıpçı (Betonarme),Labor,,Sa,250.0,250.0,250.0,250.0,1,TRY,275.0,1.1,1,1,CONSTRUCTION WORK,İnşaat,,,3fe4dccffaae
10.200.1257,"Sac 3,00mm kalınlıkta",Material,,Kg,20.66,20.66,20.66,20.66,1,TRY,17.01,0.8233,3,2,CONSTRUCTION WORK,İnşaat,,,c2260a81b893
10.200.1258,"Sac 5,00mm kalınlıkta",Material,,Kg,20.66,20.66,20.66,20.66,1,TRY,4.2,0.2035,2,1,CONSTRUCTION WORK,İnşaat,,,286e1582b624
10.300.2192,Yağ bazlı kalıp ayırıcı (plastik-çelik),Material,,Kg,45.0,45.0,45.0,45.0,1,TRY,7.65,0.17,4,4,CONSTRUCTION WORK,İnşaat,,,c47023c3e4ba
10.100.1089,Metal Kalıp Ustası (Betonarme),Labor,,Sa,250.0,250.0,250.0,250.0,1,TRY,125.0,0.5,1,1,CONSTRUCTION WORK,İnşaat,,,3d0a20289ad4
10.130.1709,Köşebent,Material,,Kg,23.52,20.18,26.0,22.5,3,TRY,20.09,0.9359,9,7,CONSTRUCTION WORK,İnşaat,,,1c92c4565509
10.200.4505,3 inçlik çelik boru (St 37),Material,,Kg,34.1,34.1,34.1,34.1,1,TRY,3.41,0.1,1,1,CONSTRUCTION WORK,İnşaat,,,6e64b3406263
19.100.1090,Tünel kalıp imalat atelyesi,Equipment,,Sa,4218.87,4218.87,4218.87,4218.87,1,TRY,63.28,0.015,1,1,CONSTRUCTION WORK,İnşaat,,,98d1324d9e2a
19.100.1105,Kule vinç,Equipment,,Sa,2767.6,2767.6,2767.6,2767.6,1,TRY,2420.86,0.8747,7,2,CONSTRUCTION WORK,İnşaat,,,bb5ac525110c
10.160.1024,Likit petrol gazı,Material,,Kg,40.04,40.04,40.04,40.04,1,TRY,5.68,0.1418,41,41,CONSTRUCTION WORK,İnşaat,,,9146ed2baf3f
10.100.1087,Tünel Kalıpçısı (Betonarme),Labor,,Sa,250.0,250.0,250.0,250.0,1,TRY,187.5,0.75,1,1,CONSTRUCTION WORK,İnşaat,,,ddeeb30a9477
10.100.1059,Yağcı,Labor,,Sa,191.85,185.0,230.0,185.0,2,TRY,183.44,0.9591,93,68,CONSTRUCTION WORK,İnşaat,,,56d6697a2de6
10.200.4508,"Dış Çap 48,3, et kalınlığı min.2.7 mm olan yapısal çelik boru",Material,,Kg,21.0,21.0,21.0,21.0,1,TRY,10.41,0.4956,9,7,CONSTRUCTION WORK,İnşaat,,,2007a7e589b4
10.200.1002,Düz siyah sac,Material,,Kg,20.88,20.84,21.7,20.84,2,TRY,116.24,5.5622,22,11,CONSTRUCTION WORK,İnşaat,,,60502274a93a
19.100.1120,Ön yapımlı bileşenlerden (çelik ve alüminyum) oluşan iskele imalat atölyesinin 1 saatlik ücreti,Equipment,,Sa,3123.07,3123.07,3123.07,3123.07,1,TRY,13.53,0.0043,6,6,CONSTRUCTION WORK,İnşaat,,,7b0b1a93898e
10.100.1035,İskele Kurulum Elemanı,Labor,,Sa,250.0,250.0,250.0,250.0,1,TRY,81.67,0.3267,6,6,CONSTRUCTION WORK,İnşaat,,,77eebb27514a
10.200.1501,Baklava desenli sac,Material,,Kg,36.7,36.7,36.7,36.7,1,TRY,9.12,0.2483,6,4,CONSTRUCTION WORK,İnşaat,,,eb4345360143
19.100.1110,Matkap,Equipment,,Sa,303.7,303.7,303.7,303.7,1,TRY,221.92,0.7307,41,31,CONSTRUCTION WORK,İnşaat,,,1f944fc1c2da
10.300.2091,Bazalt agregalı yüzey sertleştirici (Gri),Material,,Kg,3.5,3.5,3.5,3.5,1,TRY,17.5,5.0,1,1,CONSTRUCTION WORK,İnşaat,,,7e7e23fa07c6
