resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section,rec_rev
PU_MEKAKA_KADXKA,الموظفون: 1 شخص-ساعة/آلة-ساعة,Operator,Operators,ساعات تشغيل الآلة,37.31,36.97,73.94,36.97,2,AED,1584.86,42.8438,1652,1568,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير التربة باستخدام الكاشطات,8d411de441f0
KAME-LI-KADX-KARI_KAKATOME,مفجرات كهربائية قصيرة التأخير مقاومة للماء ED-KZ,Material,General,1000 قطعة,12436.64,12436.64,12436.64,12436.64,1,AED,2003.35,0.1609,1647,1647,أعمال البناء,أعمال الحفر والتفجير,تفتيت التربة الصخرية باستخدام متفجرات,تفتيت التربة الصخرية باستخدام شحنات ثقوب عند ارتفاع المنحدر حتى 0.5 م (تسوية الس,768cf1a4ef63
KAME-LI-MEME-KAPU_KAKASARI,سلك لحام بدون طلاء SV-08G2S، قطر 2 مم,Material,General,كغ,7.23,7.23,7.23,7.23,1,AED,94.89,13.1273,1616,1616,أعمال البناء,أعمال الأساسات، الآبار الغاطسة، تثبيت التربة,تثبيت التربة,إنشاء خنادق تحت محلول طيني,eac3ab2d0583
ME_MEKAKA_TOLI,"متوسط شحن العمل 3,7",Labor,Labor,ساعات,41.19,41.19,41.19,41.19,1,AED,9634.08,233.8704,1611,1611,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير التربة بطريقة الهيدروميكانيكية,e603445cf405
DXME-KANE-KATO_KANEKA,رافعات كهربائية بقوة سحب تصل إلى 5.79 كيلو نيوتن (0.59 طن),Equipment,General,ساعات تشغيل الآلة,0.64,0.64,0.64,0.64,1,AED,1.4,2.1902,1598,1598,أعمال البناء,الهياكل المعدنية الإنشائية,المنشآت,صوامع، صوامع تخزين، أجهزة تحلل، أجهزة تكثيف,1879e8eb7486
KAPU-ME-KARI-KASA,خليط خرسانة ثقيلة,Abstract Material,General,م3,348.93,348.93,348.93,348.93,1,AED,17760.08,50.899,1589,1589,أعمال البناء,أعمال الحفر,أنواع أخرى من أعمال الحفر، الأعمال التحضيرية والمصاحبة وأعمال التثبيت,تكثيف التربة,1344b2157a65
TO_RIKAKA_KAME,مهندس من الفئة الأولى,Material,General,شخص-ساعة,68.39,68.39,68.39,68.39,1,AED,9259.15,135.3824,1536,1536,أعمال التشغيل والتجريب,الأجهزة الكهربائية,المولدات والمحركات المتزامنة,المولدات,a2dd4b025d3f
PU_MEKAKA_KAVOKA,الموظفون: 2 ساعة عمل/ساعة عمل الآلة,Operator,Operators,ساعات تشغيل الآلة,43.28,34.61,207.64,34.61,4,AED,1522.57,29.544,1525,1405,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير التربة باستخدام الحفارات مع التحميل على شاحنات قلابة,b93a9a1bb522
ME_MEKAKA_TOME,"متوسط تصنيف العمل 3,1",Labor,Labor,ساعات,38.33,38.33,38.33,38.33,1,AED,7402.45,193.1154,1517,1517,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير التربة وتركيب مصارف في بناء مشاريع المياه,a0f910e82e71
DXME-MEPU-KASA_KAMERI,نصف مقطورات للأغراض العامة، حمولة تصل إلى 15 طن,Equipment,General,ساعات تشغيل الآلة,10.95,10.95,10.95,10.95,1,AED,23.17,2.1166,1515,1515,أعمال البناء,الآبار,حفر الآبار,أنواع أخرى من الحفر,b140a5171c1c
TO_RIKAKA_KARI,مهندس من الفئة الثانية,Material,General,شخص-ساعة,62.35,62.35,62.35,62.35,1,AED,6572.66,105.4181,1512,1512,أعمال التشغيل والتجريب,الأجهزة الكهربائية,المولدات والمحركات المتزامنة,أنظمة الإثارة,eb281f13e856
ME_MEKAKA_PUME,"متوسط تصنيف العمل 4,1",Labor,Labor,ساعات,43.26,43.26,43.26,43.26,1,AED,25770.0,595.6684,1507,1507,أعمال البناء,أعمال الحفر والتفجير,تفتيت التربة الصخرية باستخدام متفجرات غرفة، تفجير التربة بشكل جماعي لإخراجها وإل,تفجير التربة بكميات كبيرة باستخدام شحنات غرفة لإخراج وتفريغ ما يصل إلى 80٪ من ال,6414eff3549e
KALI-RI-KALI-MERI_KAKAKAME,هياكل معدنية مساعدة مع غلبة الفولاذ السميك أو الصلب الملفوف، مع فتحات وبدونها,Material,General,طن,10051.82,10051.82,10051.82,10051.82,1,AED,3457.16,0.3389,1498,1498,أعمال البناء,أعمال الأساسات، الآبار الغاطسة، تثبيت التربة,أعمال الأساسات,أعمال الأساسات المنفذة من الأرض,25ab0ae20c1e
DXME-MEKA-KAME_KAKARI,مجموعات التعبئة والضغط، معدل التدفق حتى 300 م3/ساعة,Equipment,General,ساعات تشغيل الآلة,217.51,217.51,217.51,217.51,1,AED,2656.33,12.2124,1439,1439,أعمال البناء,الهياكل المعدنية الإنشائية,المنشآت,خزانات، خزانات غاز,3113fa350a40
DXME-KANE-KATO_KASASA,"رافعات كهربائية بقوة سحب 19,62 كيلو نيوتن (2 طن)",Equipment,General,ساعات تشغيل الآلة,1.11,1.11,1.11,1.11,1,AED,44.1,39.7806,1428,1428,أعمال البناء,أعمال الحفر,أنواع أخرى من أعمال الحفر، الأعمال التحضيرية والمصاحبة وأعمال التثبيت,تطوير التربة الصخرية والتربة دائمة التجمد,60cb6311dbeb
DXME-KANE-KATO_KASASA,الكهرباء: استهلاك 0.39 كيلوواط/ساعة,Electricity,Electricity,ساعات تشغيل الآلة,0.13,0.13,0.13,0.13,1,AED,5.11,39.7806,1428,1428,أعمال البناء,أعمال الحفر,أنواع أخرى من أعمال الحفر، الأعمال التحضيرية والمصاحبة وأعمال التثبيت,تطوير التربة الصخرية والتربة دائمة التجمد,b414533d3d2e
ME_MEKAKA_TORI,"متوسط تصنيف العمل 3,2",Labor,Labor,ساعات,38.81,38.81,38.81,38.81,1,AED,6245.42,160.9293,1420,1420,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,تطوير التربة بطريقة الهيدروميكانيكية,81d8304ca06a
RI_MEKAKA_KANE,عامل من الدرجة السادسة,Labor,Labor,ساعات,57.26,57.26,57.26,57.26,1,AED,4827.08,84.3031,1405,1405,أعمال البناء,أعمال الحفر,أنواع أخرى من أعمال الحفر، الأعمال التحضيرية والمصاحبة وأعمال التثبيت,الأعمال التحضيرية المتعلقة بقطع الأشجار وتطهير المساحات والطرق,2d9b006df806
MEME-ME-KARI-KAPU_KAKATOME,خشب دائري من أنواع الصنوبر غير مقشر، طول 3-6.5 م، قطر 14-24 سم، درجة II-III,Material,General,م3,472.14,472.14,472.14,472.14,1,AED,2263.8,4.7948,1405,1405,أعمال البناء,أعمال الحفر,التطوير الميكانيكي للتربة (بواسطة الحفارات، الكاشطات، الجرافات، الممهدات، طريقة ,حفر وملء الخنادق للأنابيب الرئيسية والصناعية للغاز والنفط والمنتجات البترولية,cf4c040f25c9
KAVO-ME-KARI-MEME_KAKARITO,مشغولات بسيطة للبناء (أقواس، مثبتات، أربطة)، وزن يصل إلى 1.6 كجم,Material,General,كغ,11.71,11.71,11.71,11.71,1,AED,505.71,43.1812,1384,1384,أعمال البناء,الهياكل الخرسانية والخرسانية المسلحة المتجانسة,أعمال أخرى,تقوية سطح الخرسانة,146d2fe0e783
DXME-KANE-KATO_KASAPU,الكهرباء: استهلاك 0.39 كيلوواط/ساعة,Electricity,Electricity,ساعات تشغيل الآلة,0.13,0.13,0.13,0.13,1,AED,10.88,84.7095,1381,1381,أعمال البناء,أعمال حفر الأنفاق,أعمال حفر الأنفاق التي يتم تنفيذها بالطريقة العادية,مرور وصلات الأعمدة الرأسية مع الساحات المحيطة، غرف أجهزة التحميل في الأعمدة الرأ,a3216890b155
DXME-KANE-KATO_KASAPU,رافعات مناورة للمناجم لسحب العربات إلى أول نقطة تجميع,Equipment,General,ساعات تشغيل الآلة,3.38,3.38,3.38,3.38,1,AED,286.24,84.7095,1381,1381,أعمال البناء,أعمال حفر الأنفاق,أعمال حفر الأنفاق التي يتم تنفيذها بالطريقة العادية,مرور وصلات الأعمدة الرأسية مع الساحات المحيطة، غرف أجهزة التحميل في الأعمدة الرأ,ba3865ff6b4f
DXME-KALI-KAPU_KAKAME,محركات اهتزازية عميقة,Equipment,General,ساعات تشغيل الآلة,0.88,0.88,0.88,0.88,1,AED,51.54,58.6705,1380,1380,أعمال البناء,أعمال الأساسات، الآبار الغاطسة، تثبيت التربة,أعمال الأساسات,أعمال الأساسات المنفذة من الأرض,a84e97514008
KAME-PU-KATO-KAPU_KAKAMEME,فولاذ حفر سداسي مجوف 55S2، الحجم الخارجي 22 مم، القطر الداخلي 6.5 مم,Material,General,طن,14845.16,14845.16,14845.16,14845.16,1,AED,504.5,0.034,1369,1369,أعمال البناء,الأنفاق والمترو,طريقة العمل المغلقة,حفر المناجم المائلة والمنحدرة,fc8ea21e391e
DXME-RIME-MEKA_KAKAME,مطارق هوائية تعمل من محطات ضاغطة ثابتة,Equipment,General,ساعات تشغيل الآلة,4.29,4.29,4.29,4.29,1,AED,460.47,107.4084,1367,1367,أعمال البناء,تزويد الطاقة الحرارية وأنابيب الغاز - شبكات خارجية,أنابيب الغاز للمدن والبلدات,الحماية الكهربائية الكيميائية لأنابيب الغاز في المدن والبلدات,834393609b4a
MEME-ME-KATO-KAME_KAKANELI,خشب صنوبري مقلم (تنوب، صنوبر)، رطوبة طبيعية، طول 2-6.5 م، عرض 100 مم وأكثر، سماكة 100 مم وأكثر، درجة III,Material,General,م3,1131.05,1131.05,1131.05,1131.05,1,AED,1193.61,1.0545,1364,1364,أعمال البناء,أعمال الأساسات، الآبار الغاطسة، تثبيت التربة,أعمال الأساسات,أعمال الأساسات المنفذة من الأرض,f8f072f2866b
