resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section,rec_rev
TO01500,OF. 1ª CARPINTERÍA,Labor,Labor,h,23.17,23.17,23.17,23.17,1,EUR,37.62,1.6238,154,154,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Maderas,6c8f0af52724
TO00900,OF. 1ª MONTADOR,Labor,Labor,h,23.17,23.17,23.17,23.17,1,EUR,29.38,1.268,153,153,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,ARCOS Y BÓVEDAS DE LADRILLO,f32091e0b14c
CA00320,ACERO B 500 S,Material,General,kg,0.95,0.95,0.95,0.95,1,EUR,3.85,4.0556,150,150,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Barras corrugadas,955b6764825f
TO01100,OF. 1ª SOLADOR,Labor,Labor,h,23.17,23.17,23.17,23.17,1,EUR,6.74,0.2908,147,147,CUBIERTAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),CUBIERTAS,Encuentros,91160b9bc1c0
TO00600,OF. 1ª FERRALLISTA,Labor,Labor,h,23.17,23.17,23.17,23.17,1,EUR,2.27,0.098,138,138,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Barras corrugadas,a3b965342f87
MV00100,VIBRADOR,Equipment,General,h,1.82,1.82,1.82,1.82,1,EUR,0.24,0.1319,128,128,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Arriostramientos,99b5ced7a5e1
TO02000,OF. 1ª INSTALADOR,Labor,Labor,h,23.17,23.17,23.17,23.17,1,EUR,12.33,0.5324,125,125,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Aire acondicionado,9d7f6d59820e
AGM01600,"MORTERO BASTARDO M10 (1:0,5:4) CEM II/A-L 32,5 N Y CAL",Material,General,m3,174.79,174.79,174.79,174.79,1,EUR,4.39,0.0251,121,121,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,ESTRUCTURAS,5cd436737849
TA00100,AYUDANTE,Labor,Labor,h,22.36,22.36,22.36,22.36,1,EUR,30.98,1.3855,118,118,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Varios,9e20345fada7
ME00400,RETROEXCAVADORA,Equipment,General,h,52.09,52.09,52.09,52.09,1,EUR,16.67,0.3201,115,115,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Hormigón armado,67cf40a5b949
CM00300,MADERA DE PINO EN TABLON,Material,General,m3,443.12,443.12,443.12,443.12,1,EUR,1.12,0.0025,114,114,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Horizontales,d3c1fda11ca1
AGM00800,"MORTERO DE CEMENTO M5 (1:6) CEM II/A-L 32,5 N + PLAST.",Material,Concrete & Cement,m3,83.4,83.4,83.4,83.4,1,EUR,3.68,0.0442,109,109,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Aire acondicionado,6f8ac1626939
TO01700,OF. 1ª CRISTALERO,Labor,Labor,h,23.17,23.17,23.17,23.17,1,EUR,18.52,0.7993,102,102,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,Muros trombe,f43e82876cf2
AA00200,ARENA FINA,Material,General,m3,17.85,17.85,17.85,17.85,1,EUR,2.96,0.166,102,102,SANEAMIENTO,Base de Costes de la Construccion de Andalucia (BCCA 2023),SANEAMIENTO,Varios,f13bb2de02a3
US25006,TORNILLO BICROMAT. C/T M-16x70,Material,General,u,0.58,0.58,0.58,0.58,1,EUR,10.93,18.8444,90,90,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Para fundición,d11d92e3702f
TO02200,OFICIAL 2ª,Labor,Labor,h,22.59,22.59,22.59,22.59,1,EUR,3.13,0.1385,85,85,ACONDICIONAMIENTO DE TERRENOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ACONDICIONAMIENTO DE TERRENOS,Vaciados,834dfb5d47cd
TO00700,OF. 1ª IMPERMEABILIZADOR,Labor,Labor,h,23.17,23.17,23.17,23.17,1,EUR,4.74,0.2048,80,80,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,ALBAÑILERÍA,cd3b52fc73a0
CH02920,"HORMIGÓN HA-25/P/20/XC2, SUMINISTRADO",Material,General,m3,97.1,97.1,97.1,97.1,1,EUR,24.09,0.2481,77,77,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Muros pantalla,882654c09c26
CA00620,ACERO ELECTROSOLDADO ME B 500 T EN MALLA,Material,General,kg,1.2,1.2,1.2,1.2,1,EUR,1.4,1.1704,75,75,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Mallas electrosoldadas,5666289927f3
KA01200,PRECERCO TUBO ACERO GALVANIZADO CORREDERA,Material,General,m,4.33,4.33,4.33,4.33,1,EUR,14.34,3.3108,74,74,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Correderas,37db8ae3cd14
TO01000,OF. 1ª PINTOR,Labor,Labor,h,23.17,23.17,23.17,23.17,1,EUR,6.2,0.2674,74,74,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Aire acondicionado,d888017f7bc0
GW00100,AGUA POTABLE,Material,General,m3,1.16,1.16,1.16,1.16,1,EUR,0.25,0.2177,68,68,ACONDICIONAMIENTO DE TERRENOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ACONDICIONAMIENTO DE TERRENOS,Explanaciones,c8e0d822a3d8
US25050,JUNTA DE GOMA DIÁM. 80 mm,Material,General,u,1.26,1.26,1.26,1.26,1,EUR,2.74,2.1765,68,68,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Para fundición,198770f2edaa
WW00500,TRABAJOS COMPLEMENTARIOS,Material,General,u,0.3,0.3,0.3,0.3,1,EUR,31.92,106.3948,67,67,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Circuitos,048310428a83
GP00100,PASTA ADHESIVA,Material,General,kg,0.23,0.23,0.23,0.23,1,EUR,0.22,0.9725,65,65,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Especiales,0685a4b25c17
EW00100,CONTENEDOR 1 m3,Material,General,u,3.22,3.22,3.22,3.22,1,EUR,2.73,0.8476,63,63,GESTIÓN DE RESIDUOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),GESTIÓN DE RESIDUOS,Varios,3467075a7d01
AA00300,ARENA GRUESA,Material,General,m3,13.9,13.9,13.9,13.9,1,EUR,12.19,0.877,63,63,SANEAMIENTO,Base de Costes de la Construccion de Andalucia (BCCA 2023),SANEAMIENTO,P.V.C.,d476794e5480
FL01300,"LADRILLO CERÁM. PERF. TALADRO PEQUEÑO REVESTIR 24x11,5x5 cm",Material,General,mu,78.93,78.93,78.93,78.93,1,EUR,41.75,0.5289,63,63,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Aire acondicionado,7a29df0f2b04
GC00100,"CEMENTO BLANCO BL II/A-L 42,5 R EN SACOS",Material,Concrete & Cement,t,308.9,308.9,308.9,308.9,1,EUR,0.31,0.001,58,58,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Especiales,07b47d1ef59e
IE01900,"CABLE COBRE 1x1,5 mm2 H07V-K",Material,Electrical,m,0.57,0.57,0.57,0.57,1,EUR,10.65,18.6793,55,55,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Varios,a5e660eb72fc
TO00400,OF. 1ª ENCOFRADOR,Labor,Labor,h,23.17,23.17,23.17,23.17,1,EUR,5.29,0.2285,55,55,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Horizontales,2ce17ed0b74c
CE00200,PUNTAL METÁLICO DE 3 m,Material,General,u,21.87,21.87,21.87,21.87,1,EUR,0.2,0.0091,54,54,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Horizontales,453f00f782af
03HMM00002,HORMIGÓN EN MASA HM-20/P/40/X0 EN CIMIENTOS,Material,General,m3,110.9,110.9,110.9,110.9,1,EUR,82.45,0.7435,53,53,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Verticales,96c0101fa6a3
TO00800,OF. 1ª JARDINERO,Labor,Labor,h,23.17,23.17,23.17,23.17,1,EUR,13.09,0.5649,49,49,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Varios,e6f35f95ceb4
05HAC00010,ACERO EN BARRAS CORRUGADAS TIPO B400S,Material,General,kg,1.35,1.35,1.35,1.35,1,EUR,80.41,59.5633,49,49,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Vigas,fcb137f13636
VW01500,"PERFIL EN ""U"" DE NEOPRENO",Material,General,m,0.4,0.4,0.4,0.4,1,EUR,1.65,4.1184,49,49,CUBIERTAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),CUBIERTAS,Lucernarios,2b5c27fc3a39
17TTT00100,RETIRADA DE TIERRAS INERTES N.P. A VERTEDERO AUTORIZADO 5 km,Material,General,m3,5.59,5.59,5.59,5.59,1,EUR,5.92,1.0589,48,48,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,CIMENTACIONES,7120db67e05f
MP00600,"REPERCUSIÓN S/UTIL, TRANS. MONT. ECT. MÁQUINA",Equipment,General,u,9.39,9.39,9.39,9.39,1,EUR,9.39,1.0,48,48,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Prefabricados,ba5081e47017
PW00100,DISOLVENTE,Material,General,l,1.96,1.96,1.96,1.96,1,EUR,0.25,0.1275,48,48,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Ventiladores,9e399c660fad
US10750,"CARRETE BB F.D. 80x500, PN-16",Material,General,u,58.84,58.84,58.84,58.84,1,EUR,58.84,1.0,47,47,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Para fundición,d631257860bf
CM00200,MADERA DE PINO EN TABLA,Material,General,m3,412.45,412.45,412.45,412.45,1,EUR,2.9,0.007,47,47,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Varios,197fdfe8cbcd
CH04020,"HORMIGÓN HM-20/P/20/X0, SUMINISTRADO",Material,General,m3,93.3,93.3,93.3,93.3,1,EUR,16.43,0.1761,47,47,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Sub-bases,ee2d9c1ec6b0
01TLL90100,"LIMPIEZA Y DESBROCE DE TERRENO, CON MEDIOS MECANICOS",Material,General,m2,0.25,0.25,0.25,0.25,1,EUR,5.92,23.6667,45,45,SEGURIDAD Y SALUD,Base de Costes de la Construccion de Andalucia (BCCA 2023),SEGURIDAD Y SALUD,Aseos,b252a57c865b
02PBB00002,"EXC. POZOS TIERRA C. MEDIA, M. MANUALES, PROF. MAX. 1,50 m",Material,General,m3,59.43,59.43,59.43,59.43,1,EUR,53.97,0.9081,44,44,ACONDICIONAMIENTO DE TERRENOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ACONDICIONAMIENTO DE TERRENOS,A brazo,0a49607d014a
PE00200,ESMALTE SINTÉTICO,Material,General,kg,10.5,10.5,10.5,10.5,1,EUR,2.96,0.2819,44,44,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Emisores,145abb228891
IM02131,EQUIPO IMCREMENTO m DE RECORRIDO (SUPERIOR A 3 m POR PLANTA),Material,General,m,92.4,92.4,92.4,92.4,1,EUR,96.7,1.0465,43,43,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Ascensores,fac93ebd104f
US25009,TORNILLO BICROMAT. C/T M-20x80,Material,General,u,1.32,1.32,1.32,1.32,1,EUR,25.17,19.0698,43,43,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Acometidas,60094d6fcaf3
PI00300,IMPRIMACIÓN ANTIOXIDANTE,Material,General,kg,10.75,10.75,10.75,10.75,1,EUR,1.5,0.14,42,42,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Ventiladores,7ce3f505f34c
TA00300,AYUDANTE CARPINTERÍA,Labor,Labor,h,22.36,22.36,22.36,22.36,1,EUR,38.92,1.7404,42,42,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Vigas,8992b886f996
KM07400,TAPAJUNTAS PINO FLANDES 60X15 mm,Material,General,m,1.78,1.78,1.78,1.78,1,EUR,6.92,3.8895,41,41,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Pintar,1da6c503e6fa
GP00300,PASTA NIVELADORA,Material,General,m2,1.66,1.66,1.66,1.66,1,EUR,1.44,0.8659,41,41,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Peldaños,bdcd54bdf9a2
AGM00200,"MORTERO DE CEMENTO M15 (1:3) CEM II/A-L 32,5 N",Material,Concrete & Cement,m3,109.98,109.98,109.98,109.98,1,EUR,6.32,0.0575,41,41,SANEAMIENTO,Base de Costes de la Construccion de Andalucia (BCCA 2023),SANEAMIENTO,A pie de bajante,2ec327e232c0
AGM00300,"MORTERO DE CEMENTO M10 (1:4) CEM II/A-L 32,5 N",Material,Concrete & Cement,m3,95.94,95.94,95.94,95.94,1,EUR,2.69,0.0281,41,41,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,Muros trombe,19c23a59ad3c
AGY00100,PASTA DE YESO NEGRO YG,Material,General,m3,206.91,206.91,206.91,206.91,1,EUR,3.81,0.0184,40,40,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,Paneles de yeso,de16d2036c82
KW03200,PERNIOS DE LATÓN 11 cm,Material,General,u,3.4,3.4,3.4,3.4,1,EUR,6.27,1.845,40,40,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar,5e7dd469f430
05HHP00003,HORMIGÓN PARA ARMAR HA-25/P/20/XC2 EN PILARES,Material,General,m3,113.58,113.58,113.58,113.58,1,EUR,39.17,0.3449,39,39,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Pilares,9520d3e59141
MK00400,TRANSPORTE EN CONTENEDOR,Equipment,General,m3,16.37,16.37,16.37,16.37,1,EUR,16.99,1.0378,39,39,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Tabicones,94a55fee73d3
TO01005,OF. 2ª PINTOR,Labor,Labor,h,22.59,22.59,22.59,22.59,1,EUR,4.4,0.1946,38,38,PINTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),PINTURAS,Acrílicas,ea2fe84f2253
MR00200,PISÓN MECÁNICO MANUAL,Equipment,General,h,4.48,4.48,4.48,4.48,1,EUR,5.41,1.2067,37,37,ACONDICIONAMIENTO DE TERRENOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ACONDICIONAMIENTO DE TERRENOS,Medios mecánicos,61bde41cc1ec
05HET00001,ENCOFRADO METÁLICO EN PILARES PARA REVESTIR,Material,General,m2,12.57,12.57,12.57,12.57,1,EUR,50.96,4.0541,37,37,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Pilares,7b9313c0427e
IE11900,TUBO PVC FLEXIBLE CORRUGADO DIÁM. 13 mm,Material,General,m,0.18,0.18,0.18,0.18,1,EUR,0.77,4.2514,36,36,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Varios,92555bdae874
05HED00051,DESENCOFRADO ELEM. HORM. A REVESTIR ENC. CON PANELES METÁLICOS,Material,General,m2,2.2,2.2,2.2,2.2,1,EUR,7.92,3.6,35,35,SEGURIDAD Y SALUD,Base de Costes de la Construccion de Andalucia (BCCA 2023),SEGURIDAD Y SALUD,Aseos,d3e6fe7c4bab
KW03500,PICAPORTE DE RESBALÓN,Material,General,u,3.7,3.7,3.7,3.7,1,EUR,1.86,0.5017,35,35,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar,93cfc084cc39
05ACW00051,ACERO S275JR EN PLACA DE ANCLAJE A MURO HORMIGÓN O FÁBRICA,Material,General,kg,2.73,2.73,2.73,2.73,1,EUR,16.38,6.0,35,35,SEGURIDAD Y SALUD,Base de Costes de la Construccion de Andalucia (BCCA 2023),SEGURIDAD Y SALUD,Aseos,037dac6db4ec
UJ01800,TIERRA VEGETAL,Material,General,m3,8.74,8.74,8.74,8.74,1,EUR,3.04,0.3483,34,34,CUBIERTAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),CUBIERTAS,Faldones,0f8fb087996a
CB00600,BOVEDILLLA DE MORTERO CEMENTO,Material,Concrete & Cement,u,1.08,1.08,1.08,1.08,1,EUR,5.83,5.3988,34,34,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Autorresistentes,e10b54841fab
KM05100,MADERA PINO FLANDES,Material,General,m3,464.95,464.95,464.95,464.95,1,EUR,31.31,0.0673,33,33,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Madera,6731a463d514
FL00500,"LADRILLO CERÁM. HUECO SENCILLO 24x11,5x4 cm",Material,General,mu,150.0,150.0,150.0,150.0,1,EUR,4.85,0.0323,33,33,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,Tabiques sencillos,45278f820de6
KW02500,JUEGO DE POMOS O MANIVELAS DE LATON,Material,General,u,10.33,10.33,10.33,10.33,1,EUR,5.43,0.5261,33,33,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar,f447213de8f9
03ACC00011,ACERO EN BARRAS CORRUGADAS B500S EN CIMENT.,Material,General,kg,1.52,1.52,1.52,1.52,1,EUR,84.0,55.2647,32,32,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,In situ,0d22e4ee480c
